Succses,Player1PosX,Player1PosY,Player2PosX,Player2PosY,Player3PosX,Player3PosY,Player4PosX,Player4PosY,Player5PosX,Player5PosY,Player6PosX,Player6PosY,Player7PosX,Player7PosY,Player8PosX,Player8PosY,Player9PosX,Player9PosY,Player10PosX,Player10PosY
N/A,57,83,49,82,77,75
